org.apache.lucene.util.compress.unsafeZstd.UnsafeSequenceStore.storeSequence,248.8307
org.apache.lucene.luke.app.desktop.exjobb.CommonCrawlBenchmarker$1.handleRecord,2.6636
org.apache.lucene.codecs.lucene90.blocktree.SegmentTermsEnumFrame.loadNextFloorBlock,18.4870
sun.nio.ch.UnixFileDispatcherImpl.force,0.0245
org.apache.lucene.codecs.lucene101.PForUtil.encode,938.8299
org.apache.lucene.codecs.lucene101.CustomLucene101PostingsReader$BlockPostingsEnum.nextDoc,9.1632
java.lang.StringUTF16.compress,6.3235
org.apache.lucene.util.compress.unsafeZstd.UnsafeDoubleFastUnsafeBlockCompressor.compressBlock,915.9226
org.apache.lucene.codecs.lucene90.blocktree.Lucene90BlockTreeTermsWriter$TermsWriter.write,473.2509
org.apache.lucene.util.compress.unsafeZstd.UnsafeHuffman.decode4Streams,1.0452
org.apache.lucene.util.compress.unsafeZstd.UnsafeZSTDDecompressor.copyLiterals,21.9718
org.apache.lucene.util.MSBRadixSorter.radixSort,2.8406
org.apache.lucene.util.compress.unsafeZstd.UnsafeFseTableReader.readFseTable,36.6720
org.apache.lucene.codecs.lucene90.compressing.Lucene90CompressingStoredFieldsReader.serializedDocument,0.9157
org.apache.lucene.util.BytesRefHash.compact,140.3642
com.sun.management.internal.Flag.getFlags,2.3064
org.apache.lucene.util.TimSorter.sort,13.3373
org.apache.lucene.util.CollectionUtil.timSort,0.7878
java.lang.ThreadLocal.getCarrierThreadLocal,1.3478
org.apache.lucene.store.DataOutput.writeBytes,0.0000
org.apache.lucene.util.Sorter.insertionSort,1006.9997
java.util.TreeSet.isEmpty,5.5443
org.apache.lucene.util.compress.unsafeZstd.UnsafeFiniteStateEntropy.compress,313.0926
org.apache.lucene.index.FieldInfos.getMergedFieldInfos,0.6639
java.util.concurrent.ConcurrentHashMap.putVal,0.0000
java.lang.AbstractStringBuilder.putStringAt,2.3064
java.nio.Buffer.<init>,1.3615
org.apache.lucene.util.compress.unsafeZstd.UnsafeHuffman.decodeSingleStream,4.7701
org.apache.lucene.store.MemorySegmentIndexInputProvider.openInput,1.3736
java.lang.invoke.Invokers$Holder.linkToTargetMethod,1.3478
org.apache.lucene.store.ByteBuffersDataOutput.toWriteableBufferList,0.6663
org.apache.lucene.codecs.lucene101.CustomLucene101PostingsReader$BlockPostingsEnum.nextPosition,70.1588
org.apache.lucene.codecs.lucene101.CustomLucene101PostingsWriter.encodeTerm,2.0691
java.util.TreeSet.iterator,121.4821
org.apache.lucene.util.fst.FSTCompiler.reverseScratchBytes,15.5600
org.apache.lucene.util.compress.unsafeZstd.UnsafeHuffmanCompressionContext.<init>,6.2820
org.apache.lucene.codecs.lucene90.blocktree.Lucene90BlockTreeTermsWriter$TermsWriter.writeBlocks,2.3702
java.util.AbstractList.clear,3.7453
