org.apache.lucene.search.TopScoreDocCollector$1.collect,20.1129
org.apache.lucene.internal.vectorization.PostingDecodingUtil.splitInts,22.2626
org.apache.lucene.search.IndexSearcher.search,1.2692
org.apache.lucene.store.Directory.openChecksumInput,2.0720
org.apache.lucene.search.MaxScoreBulkScorer.partitionScorers,11.1335
org.apache.lucene.search.TermQuery$TermWeight.scorerSupplier,1.2896
org.apache.lucene.search.BooleanWeight.scorerSupplier,7.8286
java.util.stream.ReduceOps$10.<init>,2.0720
org.apache.lucene.luke.app.desktop.exjobb.CommonCrawlBenchmarker.createQueries,2.0720
org.apache.lucene.util.fst.FST.findTargetArc,10.3158
org.apache.lucene.luke.app.desktop.exjobb.CommonCrawlBenchmarker.BenchmarkSearching,0.0000
org.apache.lucene.codecs.lucene101.PForUtil.decode,6.0565
org.apache.lucene.search.MaxScoreBulkScorer.scoreInnerWindowMultipleEssentialClauses,108.2785
org.apache.lucene.codecs.exjobb.integercompression.NoCompressor.skip,1.0279
java.lang.invoke.VarHandleByteArrayAsInts$ArrayHandle.get,2.0720
org.apache.lucene.codecs.lucene90.blocktree.FieldReader.readMSBVLong,20.2479
java.util.Arrays.copyOf,1.4312
org.apache.lucene.store.DataInput.readVInt,87.9001
org.apache.lucene.search.MaxScoreBulkScorer.scoreInnerWindowSingleEssentialClause,14.1820
org.apache.lucene.codecs.lucene90.blocktree.SegmentTermsEnumFrame.loadBlock,16.7799
org.apache.lucene.search.MaxScoreBulkScorer.scoreInnerWindow,1.1710
org.apache.lucene.codecs.exjobb.integercompression.NoCompressor.decode,323.9583
org.apache.lucene.search.Explanation.match,1.2719
org.apache.lucene.codecs.lucene90.blocktree.SegmentTermsEnum.lambda$prepareSeekExact$1,26.3103
org.apache.lucene.codecs.lucene90.blocktree.SegmentTermsEnum.lambda$prepareSeekExact$2,15.8486
org.apache.lucene.search.DisiPriorityQueue.upHeap,1.2719
org.apache.lucene.index.CodecReader.terms,2.0720
org.apache.lucene.search.TermQuery$TermWeight$2.getTermsEnum,3.8599
java.lang.AbstractStringBuilder.append,2.0720
java.lang.Thread.dumpThreads,132.6210
java.lang.StringConcatHelper.prepend,2.0720
java.util.Collections$UnmodifiableCollection$1.<init>,1.3393
java.io.FileOutputStream.writeBytes,0.0000
java.lang.invoke.MethodHandleNatives.resolve,6.2161
jdk.internal.misc.ScopedMemoryAccess.copyMemoryInternal,10.3602
org.apache.lucene.codecs.lucene90.blocktree.CompressionAlgorithm$2.read,2.5717
org.apache.lucene.index.IndexReader.leaves,1.2692
org.apache.lucene.queryparser.charstream.FastCharStream.refill,2.0720
java.lang.String.indexOf,2.0720
org.apache.lucene.search.TermScorer.advanceShallow,1.2896
org.apache.lucene.util.compress.LowercaseAsciiCompression.decompress,29.4339
org.apache.lucene.search.MaxScoreCache.ensureCacheSize,1.2632
org.apache.lucene.internal.vectorization.MemorySegmentPostingDecodingUtil.shift,8.5246
org.apache.lucene.search.TopDocsCollector.populateResults,1.4312
org.apache.lucene.codecs.lucene101.CustomLucene101PostingsReader$BlockPostingsEnum.advance,40.9457
org.apache.lucene.search.TopScoreDocCollector$1.updateMinCompetitiveScore,2.6889
org.apache.lucene.search.MaxScoreBulkScorer.<init>,33.7835
